Image,Ground_Truth,Predicted,Absolute_Error,Relative_Error_%,Risk_Level,Detection_Method,Scene_Type,Processing_Time_s
IMG_72.jpg,54,121,67,124.1,OVERCROWDED,Blend [Auto],moderate_outdoor,0.802
IMG_73.jpg,91,128,37,40.7,OVERCROWDED,Blend [Auto],dense_outdoor,0.826
IMG_74.jpg,261,146,115,44.1,OVERCROWDED,Blend [Auto],dense_outdoor,0.77
IMG_75.jpg,539,231,308,57.1,OVERCROWDED,Blend [Auto],moderate_outdoor,0.831
IMG_76.jpg,123,199,76,61.8,OVERCROWDED,Blend [Auto],dense_outdoor,0.811
IMG_77.jpg,213,211,2,0.9,OVERCROWDED,Blend [Auto],dense_outdoor,0.838
IMG_78.jpg,282,215,67,23.8,OVERCROWDED,Blend [Auto],moderate_outdoor,0.844
IMG_79.jpg,90,154,64,71.1,OVERCROWDED,YOLO [Auto],moderate_outdoor,0.796
IMG_8.jpg,62,113,51,82.3,OVERCROWDED,Blend [Auto],moderate_outdoor,0.851
IMG_80.jpg,470,166,304,64.7,OVERCROWDED,Blend [Auto],moderate_outdoor,0.808
IMG_81.jpg,129,159,30,23.3,OVERCROWDED,Blend [Auto],moderate_outdoor,0.817
IMG_82.jpg,44,141,97,220.5,OVERCROWDED,Blend [Auto],moderate_outdoor,0.808
IMG_83.jpg,57,131,74,129.8,OVERCROWDED,Blend [Auto],moderate_outdoor,0.812
IMG_84.jpg,54,107,53,98.1,OVERCROWDED,Blend [Auto],moderate_outdoor,0.799
IMG_85.jpg,59,87,28,47.5,WARNING,Blend [Auto],moderate_outdoor,0.791
IMG_86.jpg,54,91,37,68.5,WARNING,Blend [Auto],moderate_outdoor,0.812
IMG_87.jpg,54,82,28,51.9,WARNING,Blend [Auto],moderate_outdoor,0.803
IMG_88.jpg,163,96,67,41.1,WARNING,Blend [Auto],dense_outdoor,0.769
IMG_89.jpg,23,97,74,321.7,WARNING,Blend [Auto],dense_outdoor,0.772
IMG_9.jpg,36,93,57,158.3,WARNING,Blend [Auto],moderate_outdoor,0.796
IMG_90.jpg,195,117,78,40.0,OVERCROWDED,Blend [Auto],dense_outdoor,0.808
IMG_91.jpg,92,128,36,39.1,OVERCROWDED,Blend [Auto],moderate_outdoor,0.831
IMG_92.jpg,63,112,49,77.8,OVERCROWDED,Blend [Auto],moderate_indoor,0.776
IMG_93.jpg,217,151,66,30.4,OVERCROWDED,Blend [Auto],dense_outdoor,0.824
IMG_94.jpg,52,135,83,159.6,OVERCROWDED,Blend [Auto],moderate_outdoor,0.787
IMG_95.jpg,48,120,72,150.0,OVERCROWDED,Blend [Auto],moderate_outdoor,0.808
IMG_96.jpg,211,143,68,32.2,OVERCROWDED,Blend [Auto],moderate_outdoor,0.795
IMG_97.jpg,107,160,53,49.5,OVERCROWDED,Blend [Auto],moderate_outdoor,0.78
IMG_98.jpg,249,189,60,24.1,OVERCROWDED,Blend [Auto],moderate_outdoor,0.795
IMG_99.jpg,113,187,74,65.5,OVERCROWDED,Blend [Auto],dense_outdoor,0.798
